Number,Name,Type_1,Type_2,HP,Attack,Defense,Speed,Generation,Pr_Male,Height_and_Weight_stats,Body_Style,isLegendary,Black,Blue,Brown,Green,Grey,Pink,Purple,Red,White,Yellow,Special_Move,Special_Move_Power
249,,Psychic,Flying,106,90,130,110,2,NA,5.21:216,two_wings,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Special_Defense,154
250,Ho-Oh,Fire,Flying,106,130,90,90,2,NA,3.81:199,two_wings,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Attack,110
250,,Fire,Flying,106,130,90,90,2,NA,3.81:199,two_wings,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Defense,154
251,Celebi,Psychic,Grass,100,100,100,100,2,NA,0.61:5,bipedal_tailless,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,100
251,,Psychic,Grass,100,100,100,100,2,NA,0.61:5,bipedal_tailless,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,100
252,Treecko,Grass,NA,40,45,35,70,3,0.875,0.51:5,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,65
252,,Grass,NA,40,45,35,70,3,0.875,0.51:5,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,55
253,Grovyle,Grass,NA,50,65,45,95,3,0.875,0.89:21.6,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,85
253,,Grass,NA,50,65,45,95,3,0.875,0.89:21.6,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,65
254,Sceptile,Grass,NA,70,85,65,120,3,0.875,1.7:52.2,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,105
254,,Grass,NA,70,85,65,120,3,0.875,1.7:52.2,bipedal_tailed,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,85
255,Torchic,Fire,NA,45,60,40,45,3,0.875,0.41:2.5,head_legs,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,70
255,,Fire,NA,45,60,40,45,3,0.875,0.41:2.5,head_legs,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,50
256,Combusken,Fire,Fighting,60,85,60,55,3,0.875,0.89:19.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,85
256,,Fire,Fighting,60,85,60,55,3,0.875,0.89:19.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,60
257,Blaziken,Fire,Fighting,80,120,70,80,3,0.875,1.91:52,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,110
257,,Fire,Fighting,80,120,70,80,3,0.875,1.91:52,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,70
258,Mudkip,Water,NA,50,70,50,40,3,0.875,0.41:7.6,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,50
258,,Water,NA,50,70,50,40,3,0.875,0.41:7.6,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
259,Marshtomp,Water,Ground,70,85,70,50,3,0.875,0.71:28,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
259,,Water,Ground,70,85,70,50,3,0.875,0.71:28,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,70
260,Swampert,Water,Ground,100,110,90,60,3,0.875,1.5:81.9,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,85
260,,Water,Ground,100,110,90,60,3,0.875,1.5:81.9,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,90
261,Poochyena,Dark,NA,35,55,35,35,3,0.5,0.51:13.6,quadruped,FALSE,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,Special_Attack,30
261,,Dark,NA,35,55,35,35,3,0.5,0.51:13.6,quadruped,FALSE,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,Special_Defense,30
262,Mightyena,Dark,NA,70,90,70,70,3,0.5,0.99:37,quadruped,FALSE,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,Special_Attack,60
262,,Dark,NA,70,90,70,70,3,0.5,0.99:37,quadruped,FALSE,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,Special_Defense,60
263,Zigzagoon,Normal,NA,38,30,41,60,3,0.5,0.41:17.5,quadruped,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
263,,Normal,NA,38,30,41,60,3,0.5,0.41:17.5,quadruped,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,41
264,Linoone,Normal,NA,78,70,61,100,3,0.5,0.51:32.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,Special_Attack,50
264,,Normal,NA,78,70,61,100,3,0.5,0.51:32.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,Special_Defense,61
265,Wurmple,Bug,NA,45,45,35,20,3,0.5,0.3:3.6,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,Special_Attack,20
265,,Bug,NA,45,45,35,20,3,0.5,0.3:3.6,serpentine_body,FALSE,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,Special_Defense,30
266,Silcoon,Bug,NA,50,35,55,15,3,0.5,0.61:10,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Attack,25
266,,Bug,NA,50,35,55,15,3,0.5,0.61:10,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Defense,25
267,Beautifly,Bug,Flying,60,70,50,65,3,0.5,0.99:28.4,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,100
267,,Bug,Flying,60,70,50,65,3,0.5,0.99:28.4,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,50
268,Cascoon,Bug,NA,50,35,55,15,3,0.5,0.71:11.5,head_only,FALSE,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,Special_Attack,25
268,,Bug,NA,50,35,55,15,3,0.5,0.71:11.5,head_only,FALSE,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,Special_Defense,25
269,Dustox,Bug,Poison,60,50,70,65,3,0.5,1.19:31.6,four_wings,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,50
269,,Bug,Poison,60,50,70,65,3,0.5,1.19:31.6,four_wings,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,90
270,Lotad,Water,Grass,40,30,30,30,3,0.5,0.51:2.6,insectoid,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Attack,40
270,,Water,Grass,40,30,30,30,3,0.5,0.51:2.6,insectoid,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Defense,50
271,Lombre,Water,Grass,60,50,50,50,3,0.5,1.19:32.5,bipedal_tailless,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Attack,60
271,,Water,Grass,60,50,50,50,3,0.5,1.19:32.5,bipedal_tailless,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Defense,70
272,Ludicolo,Water,Grass,80,70,70,70,3,0.5,1.5:55,bipedal_tailless,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,90
272,,Water,Grass,80,70,70,70,3,0.5,1.5:55,bipedal_tailless,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,100
273,Seedot,Grass,NA,40,40,50,30,3,0.5,0.51:4,head_legs,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
273,,Grass,NA,40,40,50,30,3,0.5,0.51:4,head_legs,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
274,Nuzleaf,Grass,Dark,70,70,40,60,3,0.5,0.99:28,bipedal_tailless,FALSE,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
274,,Grass,Dark,70,70,40,60,3,0.5,0.99:28,bipedal_tailless,FALSE,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
275,Shiftry,Grass,Dark,90,100,60,80,3,0.5,1.3:59.6,bipedal_tailless,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,90
275,,Grass,Dark,90,100,60,80,3,0.5,1.3:59.6,bipedal_tailless,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
276,Taillow,Normal,Flying,40,55,30,85,3,0.5,0.3:2.3,two_wings,FALSE,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
276,,Normal,Flying,40,55,30,85,3,0.5,0.3:2.3,two_wings,FALSE,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
277,Swellow,Normal,Flying,60,85,60,125,3,0.5,0.71:19.8,two_wings,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,50
277,,Normal,Flying,60,85,60,125,3,0.5,0.71:19.8,two_wings,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
278,Wingull,Water,Flying,40,30,30,85,3,0.5,0.61:9.5,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,Special_Attack,55
278,,Water,Flying,40,30,30,85,3,0.5,0.61:9.5,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,Special_Defense,30
279,Pelipper,Water,Flying,60,50,100,65,3,0.5,1.19:28,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,85
279,,Water,Flying,60,50,100,65,3,0.5,1.19:28,two_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,70
280,Ralts,Psychic,Fairy,28,25,25,40,3,0.5,0.41:6.6,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,Special_Attack,45
280,,Psychic,Fairy,28,25,25,40,3,0.5,0.41:6.6,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,Special_Defense,35
281,Kirlia,Psychic,Fairy,38,35,35,50,3,0.5,0.79:20.2,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Attack,65
281,,Psychic,Fairy,38,35,35,50,3,0.5,0.79:20.2,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Defense,55
282,Gardevoir,Psychic,Fairy,68,65,65,80,3,0.5,1.6:48.4,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Attack,125
282,,Psychic,Fairy,68,65,65,80,3,0.5,1.6:48.4,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Defense,115
283,Surskit,Bug,Water,40,30,32,65,3,0.5,0.51:1.7,insectoid,FALSE,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,50
283,,Bug,Water,40,30,32,65,3,0.5,0.51:1.7,insectoid,FALSE,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,52
284,Masquerain,Bug,Flying,70,60,62,60,3,0.5,0.79:3.6,four_wings,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,80
284,,Bug,Flying,70,60,62,60,3,0.5,0.79:3.6,four_wings,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,82
285,Shroomish,Grass,NA,60,40,60,35,3,0.5,0.41:4.5,head_legs,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
285,,Grass,NA,60,40,60,35,3,0.5,0.41:4.5,head_legs,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
286,Breloom,Grass,Fighting,60,130,80,70,3,0.5,1.19:39.2,bipedal_tailed,FALSE,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,Special_Attack,60
286,,Grass,Fighting,60,130,80,70,3,0.5,1.19:39.2,bipedal_tailed,FALSE,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,Special_Defense,60
287,Slakoth,Normal,NA,60,60,60,30,3,0.5,0.79:24,quadruped,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,35
287,,Normal,NA,60,60,60,30,3,0.5,0.79:24,quadruped,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,35
288,Vigoroth,Normal,NA,80,80,80,90,3,0.5,1.4:46.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Attack,55
288,,Normal,NA,80,80,80,90,3,0.5,1.4:46.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,Special_Defense,55
289,Slaking,Normal,NA,150,160,100,100,3,0.5,2.01:130.5,bipedal_tailless,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,95
289,,Normal,NA,150,160,100,100,3,0.5,2.01:130.5,bipedal_tailless,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,65
290,Nincada,Bug,Ground,31,45,90,40,3,0.5,0.51:5.5,insectoid,FALSE,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,Special_Attack,30
290,,Bug,Ground,31,45,90,40,3,0.5,0.51:5.5,insectoid,FALSE,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,Special_Defense,30
291,Ninjask,Bug,Flying,61,90,45,160,3,0.5,0.79:12,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Attack,50
291,,Bug,Flying,61,90,45,160,3,0.5,0.79:12,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Special_Defense,50
292,Shedinja,Bug,Ghost,1,90,45,40,3,NA,0.79:1.2,head_base,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
292,,Bug,Ghost,1,90,45,40,3,NA,0.79:1.2,head_base,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
293,Whismur,Normal,NA,64,51,23,28,3,0.5,0.61:16.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,Special_Attack,51
293,,Normal,NA,64,51,23,28,3,0.5,0.61:16.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,Special_Defense,23
294,Loudred,Normal,NA,84,71,43,48,3,0.5,0.99:40.5,bipedal_tailed,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,71
294,,Normal,NA,84,71,43,48,3,0.5,0.99:40.5,bipedal_tailed,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,43
295,Exploud,Normal,NA,104,91,63,68,3,0.5,1.5:84,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,91
295,,Normal,NA,104,91,63,68,3,0.5,1.5:84,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,73
296,Makuhita,Fighting,NA,72,60,30,25,3,0.75,0.99:86.4,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,Special_Attack,20
296,,Fighting,NA,72,60,30,25,3,0.75,0.99:86.4,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,Special_Defense,30
297,Hariyama,Fighting,NA,144,120,60,50,3,0.75,2.31:253.8,bipedal_tailless,FALSE,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
297,,Fighting,NA,144,120,60,50,3,0.75,2.31:253.8,bipedal_tailless,FALSE,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
298,Azurill,Normal,Fairy,50,20,40,20,3,0.25,0.2:2,head_legs,FALSE,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,20
298,,Normal,Fairy,50,20,40,20,3,0.25,0.2:2,head_legs,FALSE,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
299,Nosepass,Rock,NA,30,45,135,30,3,0.5,0.99:97,bipedal_tailless,FALSE,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,Special_Attack,45
299,,Rock,NA,30,45,135,30,3,0.5,0.99:97,bipedal_tailless,FALSE,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,Special_Defense,90
300,Skitty,Normal,NA,50,45,45,50,3,0.25,0.61:11,quadruped,FALSE,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,Special_Attack,35
300,,Normal,NA,50,45,45,50,3,0.25,0.61:11,quadruped,FALSE,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,Special_Defense,35
301,Delcatty,Normal,NA,70,65,65,70,3,0.25,1.09:32.6,quadruped,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Attack,55
301,,Normal,NA,70,65,65,70,3,0.25,1.09:32.6,quadruped,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Defense,55
302,Sableye,Dark,Ghost,50,75,75,50,3,0.5,0.51:11,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,65
302,,Dark,Ghost,50,75,75,50,3,0.5,0.51:11,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,65
303,Mawile,Steel,Fairy,50,85,85,50,3,0.5,0.61:11.5,bipedal_tailless,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,55
303,,Steel,Fairy,50,85,85,50,3,0.5,0.61:11.5,bipedal_tailless,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,55
304,Aron,Steel,Rock,50,70,100,30,3,0.5,0.41:60,quadruped,FALSE,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,Special_Attack,40
304,,Steel,Rock,50,70,100,30,3,0.5,0.41:60,quadruped,FALSE,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,Special_Defense,40
305,Lairon,Steel,Rock,60,90,140,40,3,0.5,0.89:120,quadruped,FALSE,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,Special_Attack,50
305,,Steel,Rock,60,90,140,40,3,0.5,0.89:120,quadruped,FALSE,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,Special_Defense,50
306,Aggron,Steel,Rock,70,110,180,50,3,0.5,2.11:360,bipedal_tailed,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,60
306,,Steel,Rock,70,110,180,50,3,0.5,2.11:360,bipedal_tailed,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,60
307,Meditite,Fighting,Psychic,30,40,55,60,3,0.5,0.61:11.2,bipedal_tailless,FALSE,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
307,,Fighting,Psychic,30,40,55,60,3,0.5,0.61:11.2,bipedal_tailless,FALSE,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,55
308,Medicham,Fighting,Psychic,60,60,75,80,3,0.5,1.3:31.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Special_Attack,60
308,,Fighting,Psychic,60,60,75,80,3,0.5,1.3:31.5,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Special_Defense,75
309,Electrike,Electric,NA,40,45,40,65,3,0.5,0.61:15.2,quadruped,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Attack,65
309,,Electric,NA,40,45,40,65,3,0.5,0.61:15.2,quadruped,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Defense,40
310,Manectric,Electric,NA,70,75,60,105,3,0.5,1.5:40.2,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,105
310,,Electric,NA,70,75,60,105,3,0.5,1.5:40.2,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,60
311,Plusle,Electric,NA,60,50,40,95,3,0.5,0.41:4.2,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,Special_Attack,85
311,,Electric,NA,60,50,40,95,3,0.5,0.41:4.2,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,Special_Defense,75
312,Minun,Electric,NA,60,40,50,95,3,0.5,0.41:4.2,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,Special_Attack,75
312,,Electric,NA,60,40,50,95,3,0.5,0.41:4.2,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,Special_Defense,85
313,Volbeat,Bug,NA,65,73,55,85,3,1,0.71:17.7,bipedal_tailed,FALSE,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,Special_Attack,47
313,,Bug,NA,65,73,55,85,3,1,0.71:17.7,bipedal_tailed,FALSE,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,Special_Defense,75
314,Illumise,Bug,NA,65,47,55,85,3,0,0.61:17.7,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,Special_Attack,73
314,,Bug,NA,65,47,55,85,3,0,0.61:17.7,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,Special_Defense,75
315,Roselia,Grass,Poison,50,60,45,65,3,0.5,0.3:2,bipedal_tailless,FALSE,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,Special_Attack,100
315,,Grass,Poison,50,60,45,65,3,0.5,0.3:2,bipedal_tailless,FALSE,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,Special_Defense,80
316,Gulpin,Poison,NA,70,43,53,40,3,0.5,0.41:10.3,head_arms,FALSE,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,Special_Attack,43
316,,Poison,NA,70,43,53,40,3,0.5,0.41:10.3,head_arms,FALSE,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,Special_Defense,53
317,Swalot,Poison,NA,100,73,83,55,3,0.5,1.7:80,head_arms,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Attack,73
317,,Poison,NA,100,73,83,55,3,0.5,1.7:80,head_arms,FALSE,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,Special_Defense,83
318,Carvanha,Water,Dark,45,90,20,65,3,0.5,0.79:20.8,with_fins,FALSE,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,Special_Attack,65
318,,Water,Dark,45,90,20,65,3,0.5,0.79:20.8,with_fins,FALSE,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,Special_Defense,20
319,Sharpedo,Water,Dark,70,120,40,95,3,0.5,1.8:88.8,with_fins,FALSE,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,95
319,,Water,Dark,70,120,40,95,3,0.5,1.8:88.8,with_fins,FALSE,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
320,Wailmer,Water,NA,130,70,35,60,3,0.5,2.01:130,with_fins,FALSE,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,70
320,,Water,NA,130,70,35,60,3,0.5,2.01:130,with_fins,FALSE,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,35
321,Wailord,Water,NA,170,90,45,60,3,0.5,14.5:398,with_fins,FALSE,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,90
321,,Water,NA,170,90,45,60,3,0.5,14.5:398,with_fins,FALSE,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,45
322,Numel,Fire,Ground,60,60,40,35,3,0.5,0.71:24,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,Special_Attack,65
322,,Fire,Ground,60,60,40,35,3,0.5,0.71:24,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,Special_Defense,45
323,Camerupt,Fire,Ground,70,100,70,40,3,0.5,1.91:220,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,Special_Attack,105
323,,Fire,Ground,70,100,70,40,3,0.5,1.91:220,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,Special_Defense,75
324,Torkoal,Fire,NA,70,85,140,20,3,0.5,0.51:80.4,quadruped,FALSE,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,Special_Attack,85
324,,Fire,NA,70,85,140,20,3,0.5,0.51:80.4,quadruped,FALSE,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,Special_Defense,70
325,Spoink,Psychic,NA,60,25,35,60,3,0.5,0.71:30.6,head_arms,FALSE,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,70
325,,Psychic,NA,60,25,35,60,3,0.5,0.71:30.6,head_arms,FALSE,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,80
326,Grumpig,Psychic,NA,80,45,65,80,3,0.5,0.89:71.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Attack,90
326,,Psychic,NA,80,45,65,80,3,0.5,0.89:71.5,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,Special_Defense,110
327,Spinda,Normal,NA,60,60,60,60,3,0.5,1.09:5,bipedal_tailed,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
327,,Normal,NA,60,60,60,60,3,0.5,1.09:5,bipedal_tailed,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
328,Trapinch,Ground,NA,45,100,45,10,3,0.5,0.71:15,insectoid,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,45
328,,Ground,NA,45,100,45,10,3,0.5,0.71:15,insectoid,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,45
329,Vibrava,Ground,Dragon,50,70,50,70,3,0.5,1.09:15.3,four_wings,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Attack,50
329,,Ground,Dragon,50,70,50,70,3,0.5,1.09:15.3,four_wings,FALSE,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,Special_Defense,50
330,Flygon,Ground,Dragon,80,100,80,100,3,0.5,2.01:82,two_wings,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,80
330,,Ground,Dragon,80,100,80,100,3,0.5,2.01:82,two_wings,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,80
331,Cacnea,Grass,NA,50,85,40,35,3,0.5,0.41:51.3,bipedal_tailless,FALSE,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Special_Attack,85
331,,Grass,NA,50,85,40,35,3,0.5,0.41:51.3,bipedal_tailless,FALSE,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,Special_Defense,40
